21.87108646	E1c1	0.3	3666.2	1.98	27	5202.441	191	0.2349	1.05	0.27	10868.64	0.505050505
40.18858989	E1c2	0.3	3666.2	1.99	27	5202.441	191	0.4959	1.05	0.27	10868.64	0.502512563
54.88717562	E1c3	0.3	3666.2	3.13	27	5202.441	191	0.6612	1.05	0.27	10868.64	0.319488818
25.49484246	E1c4	0.3	3666.2	2.86	27	5202.441	191	0.2523	1.05	0.27	10868.64	0.34965035
16.64173347	E1c5	0.3	3666.2	3.19	27	5202.441	191	0.1131	1.05	0.27	10868.64	0.313479624
36.2624216	E1c6	0.3	3666.2	6.7	27	5202.441	191	0.7482	1.05	0.75	10868.64	0.149253731
45.37471957	E1c7	0.3	3666.2	2.103	27	5202.441	191	0.5655	1.05	0.27	10868.64	0.475511175
9.406799098	E1c8	0.3	3666.2	1.456	27	5202.441	191	0.2262	1.05	0.75	10868.64	0.686813187
54.88444333	E1c9	0.3	3666.2	3.129	27	5202.441	191	0.6612	1.05	0.27	10868.64	0.319590924
15.79348559	E1c10	0.3	3666.2	1.987	27	5202.441	191	0.1479	1.05	0.27	10868.64	0.503271263
56.52381422	E1c11	0.3	3666.2	3.729	27	5202.441	191	0.6612	1.05	0.27	10868.64	0.26816841
20.10119012	E1c12	0.3	3666.2	5.905	27	5202.441	191	0.1653	1.05	0.75	10868.64	0.16934801
22.27882111	E1c13	0.3	3666.2	6.702	27	5202.441	191	0.1653	1.05	0.75	10868.64	0.149209191
16.92490558	E1c14	0.3	3666.2	1.533	27	5202.441	191	0.5307	1.05	0.75	10868.64	0.652315721
35.91268423	E1c15	0.3	3666.2	1.987	27	5202.441	191	0.435	1.05	0.27	10868.64	0.503271263
29.0792468	E1c16	0.3	3666.2	5.905	27	5202.441	191	0.5394	1.05	0.75	10868.64	0.16934801
33.96980736	E1c17	0.3	3666.2	6.243	27	5202.441	191	0.7047	1.05	0.75	10868.64	0.160179401
23.70165376	E1c18	0.3	3666.2	2.867	27	5202.441	191	0.6612	1.05	0.75	10868.64	0.348796652
33.64598567	E1c19	0.3	3666.2	5.7424	27	5202.441	191	0.7482	1.05	0.75	10868.64	0.174143215
67.986202	E1c20	0.3	3666.2	5.6928	27	5202.441	191	0.7482	1.05	0.27	10868.64	0.175660483

49.70972891	E2c1	0.3	4100.6	1.98	27	8250.221	409	0.2349	1.05	0.27	13545	0.505050505
99.57247358	E2c2	0.3	4100.6	1.99	27	8250.221	409	0.4959	1.05	0.27	13545	0.502512563
133.9321735	E2c3	0.3	4100.6	3.13	27	8250.221	409	0.6612	1.05	0.27	13545	0.319488818
55.19020081	E2c4	0.3	4100.6	2.86	27	8250.221	409	0.2523	1.05	0.27	13545	0.34965035
29.41903671	E2c5	0.3	4100.6	3.19	27	8250.221	409	0.1131	1.05	0.27	13545	0.313479624
65.35758215	E2c6	0.3	4100.6	6.7	27	8250.221	409	0.7482	1.05	0.75	13545	0.149253731
113.1397634	E2c7	0.3	4100.6	2.103	27	8250.221	409	0.5655	1.05	0.27	13545	0.475511175
18.36254947	E2c8	0.3	4100.6	1.456	27	8250.221	409	0.2262	1.05	0.75	13545	0.686813187
133.9297213	E2c9	0.3	4100.6	3.129	27	8250.221	409	0.6612	1.05	0.27	13545	0.319590924
33.11415327	E2c10	0.3	4100.6	1.987	27	8250.221	409	0.1479	1.05	0.27	13545	0.503271263
135.4010329	E2c11	0.3	4100.6	3.729	27	8250.221	409	0.6612	1.05	0.27	13545	0.26816841
25.2898188	E2c12	0.3	4100.6	5.905	27	8250.221	409	0.1653	1.05	0.75	13545	0.16934801
27.24421108	E2c13	0.3	4100.6	6.702	27	8250.221	409	0.1653	1.05	0.75	13545	0.149209191
38.46389975	E2c14	0.3	4100.6	1.533	27	8250.221	409	0.5307	1.05	0.75	13545	0.652315721
87.93619837	E2c15	0.3	4100.6	1.987	27	8250.221	409	0.435	1.05	0.27	13545	0.503271263
49.75378662	E2c16	0.3	4100.6	5.905	27	8250.221	409	0.5394	1.05	0.75	13545	0.16934801
61.39228571	E2c17	0.3	4100.6	6.243	27	8250.221	409	0.7047	1.05	0.75	13545	0.160179401
50.26905819	E2c18	0.3	4100.6	2.867	27	8250.221	409	0.6612	1.05	0.75	13545	0.348796652
63.00936879	E2c19	0.3	4100.6	5.7424	27	8250.221	409	0.7482	1.05	0.75	13545	0.174143215
156.8293768	E2c20	0.3	4100.6	5.6928	27	8250.221	409	0.7482	1.05	0.27	13545	0.175660483
 
43.66466555	E3c1	0.3	3250.1	1.98	27	5954.002	409	0.2349	1.05	0.27	11235.23	0.505050505
87.04946584	E3c2	0.3	3250.1	1.99	27	5954.002	409	0.4959	1.05	0.27	11235.23	0.502512563
117.1828551	E3c3	0.3	3250.1	3.13	27	5954.002	409	0.6612	1.05	0.27	11235.23	0.319488818
48.61739397	E3c4	0.3	3250.1	2.86	27	5954.002	409	0.2523	1.05	0.27	11235.23	0.34965035
26.26456954	E3c5	0.3	3250.1	3.19	27	5954.002	409	0.1131	1.05	0.27	11235.23	0.313479624
58.2684739	E3c6	0.3	3250.1	6.7	27	5954.002	409	0.7482	1.05	0.75	11235.23	0.149253731
98.87727327	E3c7	0.3	3250.1	2.103	27	5954.002	409	0.5655	1.05	0.27	11235.23	0.475511175
16.28143657	E3c8	0.3	3250.1	1.456	27	5954.002	409	0.2262	1.05	0.75	11235.23	0.686813187
117.180512	E3c9	0.3	3250.1	3.129	27	5954.002	409	0.6612	1.05	0.27	11235.23	0.319590924
29.22727798	E3c10	0.3	3250.1	1.987	27	5954.002	409	0.1479	1.05	0.27	11235.23	0.503271263
118.586401	E3c11	0.3	3250.1	3.729	27	5954.002	409	0.6612	1.05	0.27	11235.23	0.26816841
23.24115377	E3c12	0.3	3250.1	5.905	27	5954.002	409	0.1653	1.05	0.75	11235.23	0.16934801
25.10864296	E3c13	0.3	3250.1	6.702	27	5954.002	409	0.1653	1.05	0.75	11235.23	0.149209191
33.7866068	E3c14	0.3	3250.1	1.533	27	5954.002	409	0.5307	1.05	0.75	11235.23	0.652315721
76.92478367	E3c15	0.3	3250.1	1.987	27	5954.002	409	0.435	1.05	0.27	11235.23	0.503271263
44.52584394	E3c16	0.3	3250.1	5.905	27	5954.002	409	0.5394	1.05	0.75	11235.23	0.16934801
54.72269116	E3c17	0.3	3250.1	6.243	27	5954.002	409	0.7047	1.05	0.75	11235.23	0.160179401
44.33725855	E3c18	0.3	3250.1	2.867	27	5954.002	409	0.6612	1.05	0.75	11235.23	0.348796652
56.02467509	E3c19	0.3	3250.1	5.7424	27	5954.002	409	0.7482	1.05	0.75	11235.23	0.174143215
137.6416652	E3c20	0.3	3250.1	5.6928	27	5954.002	409	0.7482	1.05	0.27	11235.23	0.175660483
 
25.80200442	E4c1	0.3	4100.6	1.98	27	8250.221	191	0.2349	1.05	0.27	13545	0.505050505
49.10061077	E4c2	0.3	4100.6	1.99	27	8250.221	191	0.4959	1.05	0.27	13545	0.502512563
66.63635637	E4c3	0.3	4100.6	3.13	27	8250.221	191	0.6612	1.05	0.27	13545	0.319488818
29.51153377	E4c4	0.3	4100.6	2.86	27	8250.221	191	0.2523	1.05	0.27	13545	0.34965035
17.9079101	E4c5	0.3	4100.6	3.19	27	8250.221	191	0.1131	1.05	0.27	13545	0.313479624
39.27863357	E4c6	0.3	4100.6	6.7	27	8250.221	191	0.7482	1.05	0.75	13545	0.149253731
55.58413032	E4c7	0.3	4100.6	2.103	27	8250.221	191	0.5655	1.05	0.27	13545	0.475511175
10.47821618	E4c8	0.3	4100.6	1.456	27	8250.221	191	0.2262	1.05	0.75	13545	0.686813187
66.63390419	E4c9	0.3	4100.6	3.129	27	8250.221	191	0.6612	1.05	0.27	13545	0.319590924
18.06114155	E4c10	0.3	4100.6	1.987	27	8250.221	191	0.1479	1.05	0.27	13545	0.503271263
